symbol,name,reportDate,fiscalDateEnding,estimate,currency
KMPR,Kemper Corp,2021-02-08,2020-12-31,1.55,USD
KMT,Kennametal Inc,2021-02-01,2020-12-31,0.08,USD
KMX,Carmax Inc,2021-04-01,2021-02-28,1.24,USD
KNL,Knoll Inc,2021-02-16,2020-12-31,0.27,USD
KNOP,KNOT Offshore Partners LP,2021-03-09,2020-12-31,0.64,USD
KNSL,Kinsale Capital Group Inc,2021-02-18,2020-12-31,0.8,USD
KNX,Knight Transportation,2021-01-27,2020-12-31,0.91,USD
KNX,Knight Transportation,2021-04-20,2021-03-31,,USD
KO,Coca-Cola Company,2021-02-10,2020-12-31,0.41,USD
KO,Coca-Cola Company,2021-04-19,2021-03-31,,USD
KOD,Kodiak Sciences Inc,2021-03-15,2020-12-31,-0.81,USD
KODK,Eastman Kodak Company,2021-03-15,2020-12-31,,USD
KOP,Koppers Holdings Inc,2021-01-28,2020-12-31,0.46,USD
KOS,Kosmos Energy Ltd,2021-02-22,2020-12-31,-0.15,USD
KPTI,Karyopharm Therapeutics Inc,2021-02-11,2020-12-31,-0.6,USD
KR,Kroger Company,2021-03-03,2021-02-28,0.68,USD
KRA,Kraton Corp,2021-02-24,2020-12-31,0.14,USD
KRC,Kilroy Realty Corp,2021-02-01,2020-12-31,0.35,USD
KRG,Kite Realty Group Trust,2021-02-11,2020-12-31,-0.07,USD
KRNT,Kornit Digital Ltd,2021-02-09,2020-12-31,0.22,USD
KRNY,Kearny Financial Corp,2021-01-28,2020-12-31,0.15,USD
KRO,Kronos Worldwide Inc,2021-03-09,2020-12-31,0.05,USD
KRP,Kimbell Royalty Partners LP,2021-02-25,2020-12-31,-0.02,USD
KRTX,Karuna Therapeutics Inc,2021-02-01,2020-12-31,-0.89,USD
KSS,Kohl`s Corp,2021-03-01,2021-02-28,0.7,USD
KSU,Kansas City Southern,2021-01-22,2020-12-31,1.93,USD
KSU,Kansas City Southern,2021-04-15,2021-03-31,,USD
KTB,Kontoor Brands Inc,2021-03-03,2020-12-31,0.98,USD
KTOS,Kratos Defense & Security Solutions Inc,2021-02-22,2020-12-31,0.1,USD
KTRA,Kintara Therapeutics Inc,2021-02-11,2020-12-31,-0.15,USD
KW,KennedyWilson Holdings Inc,2021-02-24,2020-12-31,0.07,USD
KWR,Quaker Chemical Corp,2021-03-01,2020-12-31,1.52,USD
KYN,Kayne Anderson Energy Infrastructure Fund Inc,2021-01-27,2020-11-30,,USD
L,Loews Corp,2021-02-08,2020-12-31,,USD
LAD,Lithia Motors Inc Class A,2021-02-10,2020-12-31,5.07,USD
LAD,Lithia Motors Inc Class A,2021-04-20,2021-03-31,,USD
LADR,Ladder Capital Corp Class A,2021-02-25,2020-12-31,0.11,USD
LAMR,Lamar Advertising Company Class A,2021-02-26,2020-12-31,0.77,USD
LANC,Lancaster Colony Corp,2021-02-02,2020-12-31,1.44,USD
LAND,Gladstone Land Corp,2021-02-17,2020-12-31,-0.02,USD
LANDP,Gladstone Land Corp,2021-02-17,2020-12-31,,USD
LAUR,Laureate Education Inc - Class A,2021-02-25,2020-12-31,0.14,USD
LAZ,Lazard Ltd,2021-01-28,2020-12-31,0.97,USD
LB,L Brands Inc,2021-02-24,2021-01-31,2.72,USD
LBAI,Lakeland Bancorp Inc,2021-01-22,2020-12-31,0.29,USD
LBC,Luther Burbank Corp,2021-01-26,2020-12-31,0.27,USD
LBRDA,Liberty Broadband Corp - Series A,2021-02-24,2020-12-31,1.05,USD
LBRDK,Liberty Broadband Corp - Series C,2021-02-24,2020-12-31,,USD
LBTYA,Liberty Global plc - Class A,2021-02-11,2020-12-31,0.22,USD
LBTYK,Liberty Global plc - Class C,2021-02-11,2020-12-31,,USD
LBY,LBY,2021-02-23,2020-12-31,,USD
LBYYQ,LBYYQ,2021-02-23,2020-12-31,,USD
LC,LendingClub Corp,2021-02-16,2020-12-31,-0.22,USD
LCI,Lannett Co. Inc,2021-02-03,2020-12-31,0.08,USD
LCII,LCI Industries,2021-02-09,2020-12-31,1.82,USD
LCNB,LCNB Corp,2021-01-27,2020-12-31,0.35,USD
LCNB,LCNB Corp,2021-04-19,2021-03-31,,USD
LDOS,Leidos Holdings Inc,2021-02-16,2021-01-31,1.61,USD
LEA,Lear Corp,2021-02-04,2020-12-31,3.4,USD
LEAF,Leaf Group Ltd,2021-03-15,2020-12-31,-0.12,USD
LECO,Lincoln Electric Holdings Inc,2021-02-11,2020-12-31,1.05,USD
LEG,Leggett & Platt Inc,2021-02-08,2020-12-31,0.7,USD
LEN,Lennar Corp - Class A,2021-03-17,2021-02-28,1.71,USD
LEVI,Levi Strauss & Co. Cls A,2021-01-27,2020-11-30,0.15,USD
LEVI,Levi Strauss & Co. Cls A,2021-04-05,2021-02-28,,USD
LFUS,Littelfuse Inc,2021-02-03,2020-12-31,1.54,USD
LFVN,Lifevantage Corporation,2021-01-26,2020-12-31,0.22,USD
LGFB,LGFB,2021-02-04,2020-12-31,,USD
LGIH,LGI Homes Inc,2021-02-23,2020-12-31,3.89,USD
LGL,LGL Group Inc,2021-03-29,2020-12-31,,USD
LGND,Ligand Pharmaceuticals Inc Class B,2021-02-04,2020-12-31,0.99,USD
LH,Laboratory Corp Of America Holdings,2021-02-11,2020-12-31,7.32,USD
LHCG,LHC Group Inc,2021-02-24,2020-12-31,1.39,USD
LHX,L3Harris Technologies Inc,2021-01-29,2020-12-31,3.09,USD
LII,Lennox International Inc,2021-02-02,2020-12-31,2.62,USD
LII,Lennox International Inc,2021-04-19,2021-03-31,,USD
LILA,Liberty Latin America Ltd - Class A,2021-02-17,2020-12-31,-0.17,USD
LILAK,Liberty LiLAC Group,2021-02-17,2020-12-31,,USD
LIN,Linde Plc,2021-02-05,2020-12-31,2.14,USD
LIQT,LiqTech International Inc,2021-01-26,2020-12-31,-0.06,USD
LITB,LightInTheBox Holding Co Ltd,2021-04-21,2021-03-31,,USD
LITE,Lumentum Holdings Inc,2021-02-02,2020-12-31,1.82,USD
LIVN,LivaNova PLC,2021-02-24,2020-12-31,0.66,USD
LIVX,LiveXLive Media Inc,2021-02-05,2020-12-31,-0.11,USD
LKFN,Lakeland Financial Corp,2021-01-25,2020-12-31,0.8,USD
LKQ,LKQ Corp,2021-02-18,2020-12-31,0.58,USD
LKQ,LKQ Corp,2021-04-21,2021-03-31,,USD
LL,Lumber Liquidators Holdings Inc,2021-02-23,2020-12-31,0.5,USD
LLNW,Limelight Networks Inc,2021-02-11,2020-12-31,0.02,USD
LLNW,Limelight Networks Inc,2021-04-21,2021-03-31,,USD
LLY,LillyEli & Company,2021-01-29,2020-12-31,2.35,USD
LMHA,LMHA,2021-01-27,2020-12-31,,USD
LMNX,Luminex Corp,2021-02-08,2020-12-31,0.13,USD
LMT,Lockheed Martin Corp,2021-01-26,2020-12-31,6.42,USD
LMT,Lockheed Martin Corp,2021-04-19,2021-03-31,,USD
LNC,Lincoln National Corp,2021-02-03,2020-12-31,1.97,USD
LNDC,Landec Corp,2021-03-29,2021-02-28,0.02,USD
LNG,Cheniere Energy Inc,2021-02-23,2020-12-31,0.59,USD
LNN,Lindsay Corporation,2021-04-05,2021-02-28,0.97,USD
LNT,Alliant Energy Corp,2021-02-18,2020-12-31,0.24,USD
LOB,Live Oak Bancshares Inc,2021-01-27,2020-12-31,0.52,USD
LOB,Live Oak Bancshares Inc,2021-04-20,2021-03-31,,USD
LOCO,El Pollo Loco Holdings Inc,2021-03-03,2020-12-31,0.16,USD
LOGM,LOGM,2021-02-11,2020-12-31,,USD
LOGM,LOGM,2021-04-21,2021-03-31,,USD
LOPE,Grand Canyon Education Inc,2021-02-17,2020-12-31,1.78,USD
LORL,Loral Space Communications Ltd,2021-03-10,2020-12-31,,USD
LOW,Lowe`s Cos. Inc,2021-02-24,2021-01-31,1.18,USD
LPCN,Lipocine Inc,2021-03-11,2020-12-31,-0.06,USD
LPI,Laredo Petroleum Inc,2021-02-17,2020-12-31,2.95,USD
LPLA,LPL Financial Holdings Inc,2021-02-04,2020-12-31,1.33,USD
LPSN,Liveperson Inc,2021-02-11,2020-12-31,-0.01,USD
LPX,Louisiana-Pacific Corp,2021-02-09,2020-12-31,1.67,USD
LQDA,Liquidia Corp,2021-03-08,2020-12-31,-0.35,USD
LQDT,Liquidity Services Inc,2021-02-04,2020-12-31,0.08,USD
LRCX,Lam Research Corp,2021-01-27,2020-12-31,5.69,USD
LRCX,Lam Research Corp,2021-04-20,2021-03-31,,USD
LRN,Stride Inc,2021-01-26,2020-12-31,0.49,USD
LSCC,Lattice Semiconductor Corp,2021-02-09,2020-12-31,0.17,USD
LSI,Life Storage Inc,2021-02-17,2020-12-31,0.82,USD
LSTR,Landstar System Inc,2021-01-27,2020-12-31,1.72,USD
LSTR,Landstar System Inc,2021-04-21,2021-03-31,,USD
LTC,LTC Properties Inc,2021-02-18,2020-12-31,0.46,USD
LTRPA,Liberty TripAdvisor Holdings Inc,2021-02-02,2020-12-31,,USD
LTRPB,Liberty TripAdvisor Holdings Inc,2021-02-02,2020-12-31,,USD
LULU,Lululemon Athletica inc.,2021-03-24,2021-02-28,2.49,USD
LUMN,Lumen Technologies Inc,2021-02-10,2020-12-31,0.29,USD
LUV,Southwest Airlines Company,2021-01-28,2020-12-31,-1.66,USD
LUV,Southwest Airlines Company,2021-04-22,2021-03-31,,USD
LVGO,LVGO,2021-03-01,2020-12-31,0.02,USD
LVS,Las Vegas Sands Corp,2021-01-27,2020-12-31,-0.31,USD
LVS,Las Vegas Sands Corp,2021-04-20,2021-03-31,,USD
LW,Lamb Weston Holdings Inc,2021-03-30,2021-02-28,0.53,USD
LWAY,Lifeway Foods Inc,2021-04-12,2021-03-31,,USD
LXFR,Luxfer Holdings PLC,2021-03-01,2020-12-31,0.22,USD
LXP,Lexington Realty Trust,2021-02-18,2020-12-31,0.08,USD
LXRX,Lexicon Pharmaceuticals Inc,2021-03-10,2020-12-31,-0.29,USD
LXU,LSB Industries Inc,2021-02-22,2020-12-31,-0.89,USD
LYB,LyondellBasell Industries NV Class A,2021-01-29,2020-12-31,1.32,USD
LYFT,Lyft Inc Cls A,2021-02-09,2020-12-31,-0.72,USD
LYV,Live Nation Entertainment Inc,2021-02-25,2020-12-31,-2.33,USD
LZB,La-Z-Boy Inc,2021-02-16,2021-01-31,0.81,USD
M,Macy`s Inc,2021-02-23,2020-11-30,-0.79,USD
MA,Mastercard Incorporated Class A,2021-01-27,2020-12-31,1.53,USD
MAA,Mid-America Apartment Communities Inc,2021-02-03,2020-12-31,0.53,USD
MAC,Macerich Company,2021-02-04,2020-12-31,-0.1,USD
MACK,Merrimack Pharmaceuticals Inc,2021-03-10,2020-12-31,,USD
MAIN,Main Street Capital Corporation,2021-02-25,2020-12-31,0.51,USD
MAN,ManpowerGroup,2021-02-02,2020-12-31,1.13,USD
MAN,ManpowerGroup,2021-04-19,2021-03-31,,USD
MANH,Manhattan Associates Inc,2021-02-02,2020-12-31,0.32,USD
MANH,Manhattan Associates Inc,2021-04-19,2021-03-31,,USD
MANT,Mantech International Corp - Class A,2021-02-17,2020-12-31,0.79,USD
MANU,Manchester United Plc. - Class A,2021-02-23,2020-12-31,-4,GBP
MAR,Marriott International Inc - Class A,2021-02-24,2020-12-31,0.09,USD
MAS,Masco Corp,2021-02-09,2020-12-31,0.74,USD
MASI,Masimo Corp,2021-02-23,2020-12-31,0.85,USD
MAT,Mattel Inc,2021-02-09,2020-12-31,0.23,USD
MATW,Matthews International Corp - Class A,2021-01-28,2020-12-31,0.42,USD
MATX,Matson Inc,2021-02-23,2020-12-31,1.8,USD
MBI,MBIA Inc,2021-03-01,2020-12-31,-0.5,USD
MBIN,Merchants Bancorp,2021-01-28,2020-12-31,1.49,USD
MBIN,Merchants Bancorp,2021-04-21,2021-03-31,,USD
MBUU,Malibu Boats Inc - Class A,2021-02-04,2020-12-31,1.03,USD
MBWM,Mercantile Bank Corp,2021-04-19,2021-03-31,,USD
MC,Moelis & Company Class A,2021-02-03,2020-12-31,1.29,USD
MC,Moelis & Company Class A,2021-04-20,2021-03-31,,USD
MCB,MCB FINANCIAL CORP,2021-04-19,2021-03-31,,USD
MCBC,Macatawa Bank Corp,2021-04-21,2021-03-31,,USD
MCC,MCC,2021-02-08,2020-12-31,-0.16,USD
MCD,McDonald`s Corp,2021-01-28,2020-12-31,1.79,USD
MCF,Contango Oil & Gas Company,2021-03-16,2020-12-31,,USD
MCHP,Microchip Technology Inc,2021-02-04,2020-12-31,1.58,USD
MCHX,Marchex Inc - Class B,2021-02-10,2020-12-31,-0.09,USD
MCK,Mckesson Corp,2021-02-02,2020-12-31,4.1,USD
MCO,Moody`s Corp,2021-02-12,2020-12-31,1.93,USD
MCRI,Monarch Casino & Resort Inc,2021-03-09,2020-12-31,0.52,USD
MCRI,Monarch Casino & Resort Inc,2021-04-20,2021-03-31,,USD
MCS,Marcus Corp,2021-02-18,2020-12-31,-1.21,USD
MCY,Mercury General Corp,2021-02-16,2020-12-31,0.69,USD
MD,MEDNAX Inc,2021-02-18,2020-12-31,0.36,USD
MDB,MongoDB Inc - Class A,2021-03-15,2021-01-31,-0.39,USD
MDCA,MDC Partners Inc - Class A,2021-02-25,2020-12-31,,USD
MDGL,Madrigal Pharmaceuticals Inc,2021-02-24,2020-12-31,-3.86,USD
MDLA,Medallia Inc,2021-03-10,2021-01-31,-0.01,USD
MDLZ,Mondelez International Inc - Class A,2021-01-27,2020-12-31,0.66,USD
MDP,Meredith Corp,2021-02-04,2020-12-31,2.14,USD
MDRIQ,MDRIQ,2021-02-26,2020-12-31,,USD
MDRX,Allscripts Healthcare Solutions Inc,2021-03-01,2020-12-31,0.21,USD
MDT,Medtronic Plc,2021-02-23,2021-01-31,1.15,USD
MDU,MDU Resources Group Inc,2021-02-03,2020-12-31,0.54,USD
MED,Medifast Inc,2021-02-24,2020-12-31,2.38,USD
MEDP,Medpace Holdings Inc,2021-02-15,2020-12-31,1.24,USD
MEI,Methode Electronics Inc,2021-03-03,2021-02-28,0.79,USD
MELI,MercadoLibre Inc,2021-02-08,2020-12-31,0.02,USD
MERC,Mercer International Inc,2021-02-11,2020-12-31,-0.04,USD
MET,Metlife Inc,2021-02-03,2020-12-31,1.49,USD
MFA,MFA Financial Inc,2021-02-18,2020-12-31,0.07,USD
MFSF,MFSF,2021-01-29,2020-12-31,,USD
MG,Mistras Group Inc,2021-03-23,2020-12-31,-0.02,USD
MGEE,MGE Energy Inc,2021-02-24,2021-01-31,0.49,USD
MGIC,Magic Software Enterprises Ltd,2021-03-08,2020-12-31,0.19,USD
MGLN,Magellan Health Inc,2021-02-26,2020-12-31,-0.25,USD
MGM,MGM Resorts International,2021-02-10,2020-12-31,-0.9,USD
MGNI,Magnite Inc Com,2021-02-24,2020-12-31,0.11,USD
MGNX,MacroGenics Inc,2021-02-23,2020-12-31,-0.6,USD
MGP,MGM Growth Properties LLC,2021-02-12,2020-12-31,0.31,USD
MGRC,McGrath Rentcorp,2021-02-23,2020-12-31,1.03,USD
MGY,Magnolia Oil & Gas Corp - Class A,2021-02-17,2020-12-31,0.11,USD
MHK,Mohawk Industries Inc,2021-02-11,2020-12-31,2.85,USD
MHLD,Maiden Holdings Ltd,2021-03-16,2020-12-31,,USD
MHO,MI Homes Inc,2021-02-03,2020-12-31,2.42,USD
MIC,Macquarie Infrastructure Company LLC,2021-02-23,2020-12-31,0.21,USD
MICT,MICT Inc,2021-02-16,2020-12-31,-0.16,USD
MIDD,Middleby Corp,2021-02-24,2020-12-31,1.36,USD
MIK,Michaels Companies Inc,2021-03-15,2021-02-28,1.43,USD
MIME,Mimecast Ltd,2021-02-03,2020-12-31,0.24,USD
MIND,MIND Technology Inc,2021-04-19,2021-01-31,,USD
MINDP,MIND Technology Inc,2021-04-19,2021-01-31,,USD
MINI,MINI,2021-01-26,2020-12-31,,USD
MITT,AG Mortgage Investment Trust Inc,2021-02-25,2020-12-31,-0.03,USD
MKC,McCormick & Co. Inc (Non Voting),2021-01-28,2020-11-30,0.81,USD
MKC,McCormick & Co. Inc (Non Voting),2021-03-29,2021-02-28,,USD
MKL,Markel Corp,2021-02-02,2020-12-31,9.03,USD
MKSI,MKS Instruments Inc,2021-01-27,2020-12-31,2,USD
MKTX,MarketAxess Holdings Inc,2021-01-27,2020-12-31,1.81,USD
MLAB,Mesa Laboratories Inc,2021-02-08,2020-12-31,0.32,USD
MLCO,Melco Resorts Entertainment Ltd,2021-02-18,2020-12-31,-0.55,USD
MLHR,Herman Miller Inc,2021-03-16,2021-02-28,0.58,USD
MLI,Mueller Industries Inc,2021-02-02,2020-12-31,,USD
MLI,Mueller Industries Inc,2021-04-19,2021-03-31,,USD
MLM,Martin Marietta Materials Inc,2021-02-09,2020-12-31,2.22,USD
MLNX,MLNX,2021-01-27,2020-12-31,,USD
MLNX,MLNX,2021-04-21,2021-03-31,,USD
MLP,Maui Land & Pineapple Co. Inc,2021-03-01,2020-12-31,,USD
MLP,Maui Land & Pineapple Co. Inc,2021-04-20,2021-03-31,,USD
MLSS,Milestone Scientific Inc,2021-03-29,2020-12-31,-0.02,USD
MMAC,MMA Capital Holdings Inc,2021-03-11,2020-12-31,,USD
MMC,Marsh & McLennan Cos. Inc,2021-01-28,2020-12-31,1.12,USD
MMI,Marcus & Millichap Inc,2021-02-18,2020-12-31,0.15,USD
MMLP,Martin Midstream Partners LP,2021-01-26,2020-12-31,-0.05,USD
MMLP,Martin Midstream Partners LP,2021-04-20,2021-03-31,,USD
MMM,3M Company,2021-01-26,2020-12-31,2.15,USD
MMP,Magellan Midstream Partners L.P.,2021-02-02,2020-12-31,0.85,USD
MMS,Maximus Inc,2021-02-04,2020-12-31,0.91,USD
MMSI,Merit Medical Systems Inc,2021-02-22,2020-12-31,0.43,USD
MMSI,Merit Medical Systems Inc,2021-04-21,2021-03-31,,USD
MMYT,MakeMyTrip Ltd,2021-02-09,2020-12-31,-0.19,USD
MN,Manning & Napier Inc Class A,2021-02-09,2020-12-31,,USD
MNDO,MIND CTI Ltd,2021-03-09,2020-12-31,,USD
MNK,MNK,2021-02-23,2020-12-31,,USD
MNKKQ,MNKKQ,2021-02-23,2020-12-31,,USD
MNOV,Medicinova Inc,2021-02-11,2020-12-31,-0.09,USD
MNOV,Medicinova Inc,2021-04-21,2021-03-31,,USD
MNR,Monmouth Real Estate Investment Corp - Class A,2021-02-04,2020-12-31,0.07,USD
MNRO,Monro Inc,2021-01-27,2020-12-31,0.38,USD
MNST,Monster Beverage Corp,2021-02-25,2020-12-31,0.55,USD
MNTA,MNTA,2021-02-24,2020-12-31,,USD
MO,Altria Group Inc,2021-01-28,2020-12-31,1.01,USD
MOBL,MOBL,2021-02-04,2020-12-31,-0.04,USD
MOD,Modine Manufacturing Company,2021-02-02,2020-12-31,0.28,USD
MODN,Model N Inc,2021-02-09,2020-12-31,0.07,USD
MODV,ModivCare Inc,2021-02-25,2020-12-31,1.52,USD
MOFG,MidWestOne Financial Group Inc,2021-01-28,2020-12-31,0.67,USD
MOGA,MOGA,2021-01-22,2020-12-31,,USD
MOGA,MOGA,2021-04-22,2021-03-31,,USD
MOH,Molina Healthcare Inc,2021-02-10,2020-12-31,1.27,USD
MOMO,Momo Inc,2021-03-17,2020-12-31,0.42,CNY
MORN,Morningstar Inc,2021-02-18,2020-12-31,,USD
MOS,Mosaic Company,2021-02-17,2020-12-31,0.17,USD
MOSY,Mosys Inc,2021-02-18,2020-12-31,,USD
MOTS,Motus GI Holdings Inc,2021-03-29,2020-12-31,-0.13,USD
MOV,Movado Group Inc,2021-03-24,2021-01-31,0.45,USD
MPC,Marathon Petroleum Corp,2021-02-02,2020-12-31,-1.13,USD
MPLX,MPLX LP,2021-02-02,2020-12-31,0.63,USD
MPW,Medical Properties Trust Inc,2021-02-04,2020-12-31,0.27,USD
MPWR,Monolithic Power System Inc,2021-02-03,2020-12-31,1.24,USD
MPX,Marine Products Corp,2021-01-27,2020-12-31,0.17,USD
MR,MR,2021-03-03,2020-12-31,-0.08,USD
MRC,MRC Global Inc,2021-02-11,2020-12-31,-0.1,USD
MRCC,Monroe Capital Corp,2021-03-01,2020-12-31,0.26,USD
MRCY,Mercury Systems Inc,2021-02-02,2020-12-31,0.51,USD
MRIN,Marin Software Inc,2021-02-25,2020-12-31,,USD
MRK,Merck & Company Inc,2021-02-04,2020-12-31,1.38,USD
MRKR,Marker Therapeutics Inc,2021-03-10,2020-12-31,-0.16,USD
MRLN,Marlin Business Services Corp,2021-01-28,2020-12-31,0.1,USD
MRNA,Moderna Inc,2021-02-24,2020-12-31,-0.3,USD
MRO,Marathon Oil Corporation,2021-02-10,2020-12-31,-0.2,USD
MRTN,Marten Transport Ltd,2021-04-14,2021-03-31,,USD
MRTX,Mirati Therapeutics Inc,2021-02-23,2020-12-31,-2.23,USD
MRUS,Merus N.V,2021-03-10,2020-12-31,-0.61,USD
MS,Morgan Stanley,2021-04-14,2021-03-31,,USD
MSA,MSA Safety Inc,2021-02-17,2020-12-31,1.05,USD
MSB,Mesabi Trust,2021-04-12,2021-01-31,,USD
MSBI,Midland States Bancorp Inc,2021-01-29,2020-12-31,0.62,USD
MSC,Studio City International Holdings Limited American depositary shares each representing four Class A,2021-02-18,2020-12-31,0.07,USD
MSCI,MSCI Inc,2021-01-28,2020-12-31,1.94,USD
MSEX,Middlesex Water Company,2021-02-25,2020-12-31,0.42,USD
MSFT,Microsoft Corporation,2021-01-26,2020-12-31,1.64,USD
MSG,MSG,2021-02-05,2020-12-31,,USD
MSGN,MSG Networks Inc - Class A,2021-02-02,2020-12-31,0.55,USD
MSGS,Madison Square Garden Sports Corp - Class A,2021-02-05,2020-12-31,-1.51,USD
MSI,Motorola Solutions Inc,2021-02-04,2020-12-31,2.74,USD
MSM,MSC Industrial Direct Co. Inc - Class A,2021-04-07,2021-02-28,1.03,USD
MSN,Emerson Radio Corp,2021-02-12,2020-12-31,,USD
MSTR,Microstrategy Inc Class A,2021-01-26,2020-12-31,1.62,USD
MTB,M & T Bank Corp,2021-04-19,2021-03-31,,USD
MTCH,Match Group Inc - New,2021-02-03,2020-12-31,0.49,USD
MTD,Mettler-Toledo International Inc,2021-02-04,2020-12-31,8.71,USD
MTDR,Matador Resources Company,2021-02-23,2020-12-31,0.11,USD
MTG,MGIC Investment Corp,2021-02-23,2020-12-31,0.38,USD
MTH,Meritage Homes Corp,2021-01-27,2020-12-31,3.36,USD
MTLS,Materialise Nv,2021-03-02,2020-12-31,0.01,EUR
MTN,Vail Resorts Inc,2021-03-08,2021-01-31,2.14,USD
MTOR,Meritor Inc,2021-01-28,2020-12-31,0.32,USD
MTRX,Matrix Service Company,2021-02-03,2020-12-31,-0.02,USD
MTSC,MTS Systems Corp,2021-02-01,2020-12-31,0.26,USD
MTSI,MACOM Technology Solutions Holdings Inc,2021-01-28,2020-12-31,0.42,USD
MTW,Manitowoc Co. Inc,2021-02-04,2020-12-31,0.09,USD
MTX,Minerals Technologies Inc,2021-01-28,2020-12-31,0.91,USD
MTZ,Mastec Inc,2021-02-25,2020-12-31,1.67,USD
MU,Micron Technology Inc,2021-03-23,2021-02-28,0.77,USD
MUR,Murphy Oil Corp,2021-01-28,2020-12-31,-0.07,USD
MUSA,Murphy USA Inc,2021-01-27,2020-12-31,1.94,USD
MUSA,Murphy USA Inc,2021-04-15,2021-03-31,,USD
MVEN,MVEN,2021-02-12,2020-12-31,,USD
MWA,Mueller Water Products Inc - Series A,2021-02-02,2020-12-31,0.08,USD
MX,MagnaChip Semiconductor Corp,2021-02-17,2020-12-31,0.13,USD
MXIM,Maxim Integrated Products Inc,2021-01-26,2020-12-31,0.68,USD
MXL,MaxLinear Inc,2021-02-03,2020-12-31,0.36,USD
MYFW,First Western Financial Inc,2021-01-28,2020-12-31,0.97,USD
MYGN,Myriad Genetics Inc,2021-02-04,2020-12-31,-0.12,USD
MYL,MYL,2021-02-25,2020-12-31,1.36,USD
MYOK,MYOK,2021-02-25,2020-12-31,-1.44,USD
MYOV,Myovant Sciences Ltd,2021-02-08,2020-12-31,-0.85,USD
MYRG,MYR Group Inc,2021-03-02,2020-12-31,0.79,USD
NAT,Nordic American Tankers Ltd,2021-02-16,2020-12-31,-0.14,USD
NATH,Nathan`s Famous Inc,2021-02-05,2020-12-31,,USD
NAV,Navistar International Corp,2021-03-02,2021-01-31,-0.01,USD
NAVI,Navient Corp,2021-01-26,2020-12-31,0.83,USD
NAVI,Navient Corp,2021-04-19,2021-03-31,,USD
NBHC,National Bank Holdings Corp - Class A,2021-04-19,2021-03-31,,USD
NBIX,Neurocrine Biosciences Inc,2021-02-02,2020-12-31,0.55,USD
NBL,NBL,2021-02-10,2020-12-31,,USD
NBLX,Noble Midstream Partners LP,2021-02-10,2020-12-31,0.56,USD
NBR,Nabors Industries Ltd,2021-02-18,2020-12-31,-24.26,USD
NBSE,NeuBase Therapeutics Inc,2021-03-24,2020-12-31,-0.23,USD
NBTB,NBT Bancorp. Inc,2021-01-27,2020-12-31,0.69,USD
NBY,Novabay Pharmaceuticals Inc,2021-03-24,2020-12-31,-0.04,USD
NC,Nacco Industries Inc Class A,2021-03-03,2020-12-31,,USD
NCBS,Nicolet Bankshares Inc,2021-04-19,2021-03-31,,USD
NCLH,Norwegian Cruise Line Holdings Ltd,2021-02-18,2020-12-31,-2.21,USD
NCMI,National Cinemedia Inc,2021-02-18,2020-12-31,-0.17,USD
NCNA,NuCana plc,2021-03-08,2020-12-31,-16.17,GBP
NCR,NCR Corp,2021-02-09,2020-12-31,0.58,USD
NDAQ,Nasdaq Inc - 144A,2021-01-27,2020-12-31,1.47,USD
NDAQ,Nasdaq Inc - 144A,2021-04-20,2021-03-31,,USD
NDLS,Noodles & Company Class A,2021-02-24,2020-12-31,0.03,USD
NDSN,Nordson Corp,2021-02-17,2021-01-31,1.06,USD
NE,NE,2021-02-17,2020-12-31,,USD
NEBLQ,NEBLQ,2021-02-17,2020-12-31,-0.57,USD
NEE,NextEra Energy Inc,2021-01-26,2020-12-31,0.36,USD
NEE,NextEra Energy Inc,2021-04-20,2021-03-31,,USD
NEM,Newmont Corp,2021-02-18,2020-12-31,0.96,USD
NEO,Neogenomics Inc,2021-02-25,2020-12-31,0.06,USD
NEOG,Neogen Corp,2021-03-22,2021-02-28,0.26,USD
NEP,NextEra Energy Partners LP,2021-01-26,2020-12-31,0.29,USD
NEP,NextEra Energy Partners LP,2021-04-20,2021-03-31,,USD
NET,Cloudflare Inc Class A,2021-02-11,2020-12-31,-0.03,USD
NEU,NewMarket Corp,2021-02-03,2020-12-31,,USD
NEU,NewMarket Corp,2021-04-20,2021-03-31,,USD
NEWR,New Relic Inc,2021-02-04,2020-12-31,-0.14,USD
NEWT,Newtek Business Services Corp,2021-03-02,2020-12-31,0.43,USD
NEX,Keane Group Inc,2021-03-08,2020-12-31,-0.34,USD
NEXT,NextDecade Corporation,2021-03-01,2020-12-31,-0.08,USD
NFE,New Fortress Energy Inc - Class A,2021-03-01,2020-12-31,0.05,USD
NFG,National Fuel Gas Company,2021-01-28,2020-12-31,1.04,USD
NFLX,NetFlix Inc,2021-04-19,2021-03-31,,USD
NGHC,National General Holdings Corp,2021-02-18,2020-12-31,0.78,USD
NGHCP,National General Holdings Corp,2021-02-18,2020-12-31,,USD
NGL,NGL Energy Partners LP,2021-02-04,2020-12-31,0.05,USD
NGM,Ngm Biopharmaceuticals Inc,2021-03-15,2020-12-31,-0.46,USD
NGVC,Natural Grocers by Vitamin Cottage Inc,2021-02-04,2020-12-31,,USD
NGVT,Ingevity Corp,2021-02-10,2020-12-31,0.77,USD
NHI,National Health Investors Inc,2021-02-17,2020-12-31,1.01,USD
NI,Nisource Inc Holding Company.,2021-02-24,2020-12-31,0.34,USD
